Unnamed: 0,qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url,breakdown
209,0288-7,CiUsdzLLbuE,Multiple-choice Question with a Single Correct Answer,Plot Attribute,"Which knife is not easy to use in the video?
A. The one with a wooden handle.
B. The one with the darker black part.
C. The one used at the end.
D. The one used to cut through the large bone.",60.05,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/CiUsdzLLbuE,"```python
[
    ""What are the characteristics of the knife with a wooden handle?"",
    ""What are the characteristics of the knife with the darker black part?"",
    ""What knife is used at the end of the video?"",
    ""What knife is used to cut through the large bone?"",
    ""How do the different knives perform in the video?"",
    ""Which knife appears to be the most difficult to use based on the video?""
]
```"
210,0291-0,-M7VdrQpWps,Primary Open-ended Question,Professional Knowledge,What caused the rotational movement of the metal rod?,,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/-M7VdrQpWps,"```python
[
    'What is the position of the metal rod?',
    'What forces are acting on the metal rod?',
    'Is there any external force applied to the metal rod?',
    'What is the direction of the applied forces?',
    'Are there any pivot points or hinges involved in the movement?',
    'What is the material of the metal rod?',
    'Are there any other objects interacting with the metal rod?'
]
```"
211,0291-1,-M7VdrQpWps,Paraphrased Open-ended Question,Professional Knowledge,What initiated the rotational movement of the metal rod and how did it continue?,,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/-M7VdrQpWps,"```python
[
    ""What is the initial force or action that caused the metal rod to start rotating?"",
    ""What are the physical properties of the metal rod that may affect its rotational movement?"",
    ""Are there any external factors (like friction or gravity) influencing the rod's movement?"",
    ""How does the design or structure of the rod contribute to its continued rotation?"",
    ""Is there any visual evidence of the rod's movement over time (e.g., speed, direction changes)?""
]
```"
212,0291-2,-M7VdrQpWps,Correctly-led Open-ended Question,Professional Knowledge,Did the initial rotation of the metal rod start because a human plucked it?,,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/-M7VdrQpWps,"```python
[
    'Is there a human present in the image interacting with the metal rod?',
    'What action is the human performing in relation to the metal rod?',
    'Is the metal rod shown to be in motion or rotating in the image?',
    'What is the position of the metal rod before and after the human interacts with it?',
    'Are there any other factors or objects in the image that could cause the rotation of the metal rod?'
]
```"
213,0291-3,-M7VdrQpWps,Wrongly-led Open-ended Question,Professional Knowledge,Was the rotational movement of the metal rod caused solely by the interaction between the electric field and the metal rod?,,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/-M7VdrQpWps,"```python
[
    'What is the orientation of the metal rod in relation to the electric field?',
    'What is the strength and direction of the electric field acting on the metal rod?',
    'Are there any other forces or interactions acting on the metal rod?',
    'What is the material composition of the metal rod?',
    'Is there any evidence of other factors influencing the rotational movement of the rod?'
]
```"
214,0291-7,-M7VdrQpWps,Multiple-choice Question with a Single Correct Answer,Professional Knowledge,"What caused the rotational movement of the metal rod?
A. The interaction between the electric field and the metal rod.
B. The electromagnetic force generated by the Tesla coil.
C. A human plucking it and electric field forces.
D. The electric current flowing through it",,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/-M7VdrQpWps,"```python
[
    ""What is the interaction between the electric field and the metal rod in the video?"",
    ""What is the role of the electromagnetic force generated by the Tesla coil in the video?"",
    ""What action does a human take regarding the metal rod in the video?"",
    ""What is the effect of the electric current flowing through the metal rod in the video?"",
    ""Are there any other factors mentioned in the video that could cause the rotational movement?""
]
```"
215,0292-0,Kv7s88uX0ek,Primary Open-ended Question,Element Counting,How many vehicles are behind the bus?,10.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Kv7s88uX0ek,"```python
[
    ""What type of bus is in the image?"",
    ""How many vehicles are visible behind the bus?"",
    ""What types of vehicles are behind the bus?"",
    ""Are there any obstructions that might affect the visibility of the vehicles behind the bus?"",
    ""Is there any indication of the distance between the bus and the vehicles behind it?""
]
```"
216,0292-1,Kv7s88uX0ek,Paraphrased Open-ended Question,Element Counting,What is the number of vehicles following the bus?,10.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Kv7s88uX0ek,"```python
[
    'How many vehicles are visible in the image?',
    'Is there a bus present in the image?',
    'Which vehicles are positioned directly behind the bus?',
    'Are there any other vehicles in front of or beside the bus?'
]
```"
217,0292-2,Kv7s88uX0ek,Correctly-led Open-ended Question,Element Counting,Is there only one vehicle behind the bus after it passes?,10.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Kv7s88uX0ek,"```python
[
    'What is the position of the bus in the image?',
    'What vehicles are present behind the bus?',
    'How many vehicles are visible behind the bus?',
    'Are there any other objects or obstacles behind the bus that could affect visibility?'
]
```"
218,0292-3,Kv7s88uX0ek,Wrongly-led Open-ended Question,Element Counting,"Are there two vehicles following the bus, as seen by two sets of headlights?",10.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Kv7s88uX0ek,"```python
[
    'How many sets of headlights are visible in the image?',
    'What type of vehicles are represented by the headlights?',
    'Is there a bus present in the image?',
    'Are the headlights positioned behind the bus?',
    'Is there any indication of the distance between the bus and the vehicles?'
]
```"
219,0292-7,Kv7s88uX0ek,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many vehicles are behind the bus?
A. One
B. None
C. Three
D. Two",10.65,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/Kv7s88uX0ek,"```python
[
    'How many vehicles are visible behind the bus in the video?',
    'What types of vehicles are behind the bus?',
    'Are there any vehicles at all behind the bus?',
    'Is the bus stationary or in motion?',
    'Is there any obstruction that might hide vehicles behind the bus?'
]
```"
220,0295-0,uXbIuOImCmM,Primary Open-ended Question,Event Counting,How many methods did the person holding the yellow bag try?,26.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uXbIuOImCmM,"```python
[
    ""Who is the person holding the yellow bag?"",
    ""What methods did the person holding the yellow bag try?"",
    ""How many distinct methods are mentioned?"",
    ""Can you provide a brief explanation of each method tried?""
]
```"
221,0295-1,uXbIuOImCmM,Paraphrased Open-ended Question,Event Counting,How many techniques did the person with the yellow bag attempt?,26.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uXbIuOImCmM,"```python
[
    'Who is the person with the yellow bag?',
    'What techniques are being attempted by the person with the yellow bag?',
    'How many distinct techniques did the person with the yellow bag attempt?',
    'Can you provide a brief explanation of each technique attempted?'
]
```"
