,Unnamed: 0,qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url,breakdown
289,289,0358-7,vln9tIS2yWg,Multiple-choice Question with a Single Correct Answer,Objective Causality,"Why didn't the woman in white fall on the trampoline?
A. The man behind her didn't push her.
B. She jumped off herself.
C. She was scared of the trampoline.
D. She was too far from the edge.",19.97,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/vln9tIS2yWg,"['What is the position of the woman in white relative to the trampoline?', 'What actions are being performed by the man behind the woman in white?', ""What is the woman's behavior or expression before she interacts with the trampoline?"", 'Is there any indication that the woman in white is scared of the trampoline?', 'What is the distance between the woman in white and the edge of the trampoline?', 'Did the woman in white jump off the trampoline or perform any other action?']"
290,290,0368-0,XeUbzTntoW0,Primary Open-ended Question,Event Counting,How many scenarios did the man show between the adult and the toddler?,59.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XeUbzTntoW0,How many scenarios did the man show between the adult and the toddler? Please state your answer with a brief explanation.
291,291,0368-1,XeUbzTntoW0,Paraphrased Open-ended Question,Event Counting,How many different scenarios did the man demonstrate between the adult and the toddler?,59.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XeUbzTntoW0,"['What scenarios did the man demonstrate with the adult?', 'What scenarios did the man demonstrate with the toddler?', 'How many unique scenarios were demonstrated with the adult?', 'How many unique scenarios were demonstrated with the toddler?', 'Are there any scenarios that were demonstrated with both the adult and the toddler?', 'What are the differences between the scenarios demonstrated with the adult and the toddler?']"
292,292,0368-2,XeUbzTntoW0,Correctly-led Open-ended Question,Event Counting,Did the man show ten scenarios between the adult and the toddler?,59.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XeUbzTntoW0,"['How many scenarios are depicted in the image?', 'What is the relationship between the adult and the toddler in the scenarios?', 'What actions or interactions are shown between the adult and the toddler in each scenario?', 'Are there any scenarios that do not involve both the adult and the toddler?', 'Can you identify any specific characteristics or themes present in the scenarios?']"
293,293,0368-3,XeUbzTntoW0,Wrongly-led Open-ended Question,Event Counting,Did the man show six scenarios between the adult and the toddler?,59.01,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XeUbzTntoW0,"['How many scenarios are depicted in the image?', 'What is the relationship between the adult and the toddler in the scenarios?', 'What actions are being performed by the man in each scenario?', 'Are there any distinct differences in the interactions between the adult and the toddler across the scenarios?', 'Is there any visual indication that the scenarios are meant to be compared or contrasted?']"
294,294,0368-7,XeUbzTntoW0,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many scenarios did the man show between the adult and the toddler?
A. Ten
B. Twelve
C. Six
D. Eight",59.01,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/XeUbzTntoW0,"['How many scenarios did the man show in total?', 'How many scenarios involved the adult?', 'How many scenarios involved the toddler?', 'What is the total number of scenarios involving both the adult and the toddler?']"
295,295,0370-0,IuGYdIRjKlI,Primary Open-ended Question,Element Counting,How many girls are holding swords at the beginning of the video?,16.88,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/IuGYdIRjKlI,"['How many girls are present at the beginning of the video?', 'What are the objects that the girls are holding at the beginning of the video?', 'How many of the girls are holding swords?']"
296,296,0370-1,IuGYdIRjKlI,Paraphrased Open-ended Question,Element Counting,How many girls are seen with swords at the start of the video?,16.88,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/IuGYdIRjKlI,"['How many girls are present at the start of the video?', 'Are any of the girls holding swords?', 'If so, how many of the girls are holding swords?']"
297,297,0370-2,IuGYdIRjKlI,Correctly-led Open-ended Question,Element Counting,Are there four girls holding swords at the beginning of the video?,16.88,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/IuGYdIRjKlI,"['How many girls are present at the beginning of the video?', 'Are any of the girls holding swords?', 'If there are girls holding swords, how many of them are there?']"
298,298,0370-3,IuGYdIRjKlI,Wrongly-led Open-ended Question,Element Counting,Are there only three girls holding swords at the beginning of the video?,16.88,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/IuGYdIRjKlI,"['How many girls are present at the beginning of the video?', 'Are any of the girls holding swords?', 'If there are girls holding swords, how many of them are there?']"
299,299,0370-7,IuGYdIRjKlI,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many girls are holding swords at the beginning of the video?
A. Three
B. Two
C. Five
D. Four",16.88,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/IuGYdIRjKlI,"['How many girls are present at the beginning of the video?', 'How many of the girls are holding swords?', 'Are there any other characters present at the beginning of the video?', 'Is there a clear view of the girls holding swords at the beginning of the video?']"
300,300,0372-0,kFAs3nZoKps,Primary Open-ended Question,Local Event Attribute,What action does the girl take at the end of the video?,18.09,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/kFAs3nZoKps,"['What is the final action performed by the girl in the video?', 'What is the context or setting of the video?', 'Are there any significant objects or elements present when the girl takes her action?', 'What emotions or expressions does the girl display during her final action?', 'Is there any interaction with other characters or elements at the end of the video?']"
301,301,0372-1,kFAs3nZoKps,Paraphrased Open-ended Question,Local Event Attribute,What does the girl do at the conclusion of the video?,18.09,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/kFAs3nZoKps,"['What is the final action performed by the girl in the video?', 'What is the context or setting of the video at the conclusion?', 'Are there any significant expressions or emotions displayed by the girl at the end?', 'Is there any interaction with other characters at the conclusion of the video?', 'What is the overall theme or message conveyed in the video at the end?']"
302,302,0372-2,kFAs3nZoKps,Correctly-led Open-ended Question,Local Event Attribute,Does the girl pretend to dunk the basketball by hanging on the basket at the end of the video?,18.09,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/kFAs3nZoKps,"['Is there a girl in the video hanging on the basketball basket?', 'Is the girl making a motion that resembles dunking a basketball?', 'What is the context or setting of the scene at the end of the video?', 'Are there any other actions or reactions from other people in the video related to the girl hanging on the basket?', 'Is there any indication that the girl is pretending or actually attempting to dunk the basketball?']"
